INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0009', '001', 'Front fascia and header panel', 'installed', '8.53', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEESS0056', '004', 'Battery cable terminal', 'received', '115.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0109', '004', 'ABS brack sensor', 'ordered', '33.55', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0000', '002', 'Bonnet/hood', 'received', '29.53', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0073', '002', 'Voltmeter', 'received', '66.25', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0126', '001', 'Thermostat', 'installed', '40.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0190', '001', 'Hose', 'installed', '99.94', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0013', '002', 'Radiator core support', 'installed', '10.62', '5');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEAD0046', '001', 'Tuner', 'installed', '133.26', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0195', '001', 'Load-sensing valve', 'installed', '37.56', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAECS0049', '002', 'Alternator bearing', 'installed', '58.53', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0104', '002', 'Pressure sensor', 'installed', '151.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0033', '005', 'Glass', 'installed', '26.88', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEWH0131', '005', 'Underfloor harness', 'installed', '37.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0134', '003', 'Central locking system', 'ordered', '11.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0178', '003', 'Brake roll', 'ordered', '28.30', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0001', '001', 'Bumper', 'received', '70.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEAD0043', '001', 'Radio and media player', 'received', '54.92', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0075', '001', 'Coil wire', 'received', '36.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0120', '001', 'Door switch', 'ordered', '99.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0132', '001', 'Air bag control module', 'installed', '284.32', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0014', '002', 'Rocker panel', 'installed', '308.14', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0016', '002', 'Spoiler', 'installed', '191.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0194', '002', 'Hydraulic booster unit', 'installed', '10.14', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0148', '005', 'Speedometer calibrator', 'installed', '96.65', '5');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAECS0052', '004', 'Other alternator parts', 'installed', '47.61', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0075', '004', 'Coil wire', 'installed', '7.79', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0101', '004', 'Manifold absolute pressure sensor', 'installed', '40.16', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAESS0115', '004', 'Starter', 'installed', '15.26', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0072', '003', 'Vacuum gauge', 'installed', '49.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0074', '003', 'Water temperature meter', 'installed', '12.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0070', '002', 'Temperature gauge', 'installed', '132.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0074', '002', 'Water temperature meter', 'installed', '87.65', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0123', '002', 'Steering column switch', 'installed', '51.23', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0000', '001', 'Bonnet/hood', 'installed', '94.03', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0172', '001', 'Brake drum', 'installed', '52.66', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0065', '001', 'Fuel gauge', 'installed', '184.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0178', '001', 'Brake roll', 'installed', '48.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0143', '001', 'Performance Monitor', 'installed', '58.90', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0153', '001', 'Armrest', 'installed', '38.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0028', '001', 'Door watershield', 'installed', '67.89', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0161', '001', 'Seat cover', 'installed', '10.16', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0007', '002', 'Fender Musical Instruments Corporation', 'installed', '90.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0063', '002', 'Clinometer', 'installed', '106.29', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0081', '002', 'Ignition controller', 'installed', '72.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0191', '002', 'Brake booster hose', 'installed', '62.24', '5');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0025', '005', 'Inner door handle', 'received', '16.15', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0033', '005', 'Glass', 'ordered', '37.05', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEAD0046', '005', 'Tuner', 'installed', '47.83', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEESS0060', '005', 'Battery tray', 'received', '59.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0177', '003', 'Brake pump', 'installed', '120.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0183', '003', 'Shoe web', 'installed', '19.59', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0035', '001', 'Sunroof motor', 'ordered', '5.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0146', '002', 'Shift improver', 'installed', '1.99', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0013', '003', 'Radiator core support', 'installed', '18.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-IFCAP0152', '003', 'Center console', 'installed', '18.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0000', '001', 'Bonnet/hood', 'installed', '26.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0010', '001', 'Grille', 'installed', '17.28', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0033', '001', 'Glass', 'installed', '27.90', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0081', '004', 'Ignition controller', 'ordered', '9.46', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0146', '004', 'Shift improver', 'installed', '130.17', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0034', '004', 'Sunroof', 'installed', '1.58', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0187', '004', 'Combination valve', 'installed', '43.05', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0003', '002', 'Exposed bumper', 'installed', '55.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0138', '002', 'Engine computer and management system', 'installed', '38.20', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0125', '002', 'Switch panel', 'ordered', '85.66', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0176', '002', 'Brake piston', 'ordered', '127.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0114', '003', 'ABS sensor', 'installed', '85.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEAD0043', '001', 'Radio and media player', 'installed', '3.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAECS0048', '001', 'Alternator', 'installed', '3.81', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0126', '001', 'Thermostat', 'installed', '21.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0161', '001', 'Seat cover', 'installed', '11.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0001', '002', 'Bumper', 'installed', '50.34', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0036', '002', 'Window motor', 'ordered', '23.15', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0040', '002', 'Window seal', 'ordered', '48.83', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0174', '002', 'Brake pad', 'ordered', '89.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0020', '003', 'Trunk', 'installed', '80.91', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0012', '001', 'Quarter panel', 'received', '23.05', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0080', '002', 'Ignition coil parts', 'installed', '10.38', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0124', '002', 'Switch cover', 'installed', '31.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAESS0116', '002', 'Starter drive', 'installed', '11.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0021', '001', 'Valance', 'installed', '37.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0029', '001', 'Hinge', 'installed', '35.65', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0081', '001', 'Ignition controller', 'installed', '40.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0136', '001', 'Cruise control computer', 'installed', '29.29', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0012', '003', 'Quarter panel', 'ordered', '61.77', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0034', '003', 'Sunroof', 'ordered', '81.11', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0163', '003', 'Anti-lock braking system', 'received', '67.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAECS0050', '001', 'Alternator bracket', 'installed', '22.37', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0135', '001', 'Chassis control computer', 'installed', '33.38', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0026', '001', 'Door control module', 'installed', '11.15', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0188', '001', 'Dual circuit brake system', 'installed', '73.11', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0140', '004', 'Fuse', 'installed', '24.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0196', '004', 'Master Cylinder', 'installed', '73.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0105', '001', 'Rain sensor', 'installed', '0.92', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0106', '001', 'Rotational sensor', 'installed', '21.81', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEESS0060', '002', 'Battery tray', 'installed', '16.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEWH0128', '002', 'Air conditioning harness', 'installed', '52.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0143', '005', 'Performance Monitor', 'received', '60.67', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0127', '005', 'Frame Switch', 'ordered', '60.04', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0182', '005', 'Brake lining', 'installed', '33.56', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0003', '001', 'Exposed bumper', 'ordered', '117.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0106', '001', 'Rotational sensor', 'installed', '71.92', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0153', '001', 'Armrest', 'installed', '56.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0190', '002', 'Hose', 'installed', '81.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0140', '003', 'Fuse', 'installed', '23.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0095', '003', 'Camshaft position sensor', 'installed', '70.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0156', '003', 'Children and baby car seat', 'installed', '36.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0180', '003', 'Brake servo', 'installed', '77.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0036', '001', 'Window motor', 'installed', '36.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0067', '001', 'Odometer', 'installed', '43.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0082', '001', 'Magneto', 'ordered', '100.51', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0149', '001', 'Transmission computer', 'installed', '5.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0002', '004', 'Unexposed bumper', 'installed', '31.71', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEESS0059', '004', 'Battery plate', 'installed', '2.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0076', '004', 'Distributor', 'installed', '11.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0077', '004', 'Electronic timing controller', 'installed', '84.61', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0068', '001', 'Speedometer', 'received', '10.25', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0010', '001', 'Grille', 'installed', '37.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0027', '001', 'Door seal', 'installed', '8.63', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEAD0045', '001', 'Speaker', 'installed', '61.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-IFCAP0151', '001', 'Carpet and other floor material', 'installed', '10.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0011', '002', 'Pillar and hard trim', 'installed', '561.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0019', '002', 'Trim package', 'installed', '185.61', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0028', '003', 'Door watershield', 'installed', '24.56', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0031', '003', 'Lock', 'installed', '20.51', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0139', '003', 'Engine control unit', 'installed', '11.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0156', '003', 'Children and baby car seat', 'installed', '8.73', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0007', '005', 'Fender Musical Instruments Corporation', 'installed', '2.77', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0145', '005', 'Remote lock', 'installed', '30.03', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0191', '005', 'Brake booster hose', 'installed', '13.46', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0016', '001', 'Spoiler', 'installed', '97.03', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0038', '001', 'Windshield', 'installed', '35.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0081', '001', 'Ignition controller', 'installed', '51.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0198', '001', 'Other braking system parts', 'installed', '39.83', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0005', '004', 'Decklid', 'installed', '42.19', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0031', '004', 'Lock', 'installed', '66.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0065', '004', 'Fuel gauge', 'installed', '24.40', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0009', '002', 'Front fascia and header panel', 'installed', '39.08', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0021', '002', 'Valance', 'installed', '13.36', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0037', '002', 'Window regulator', 'received', '9.29', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0029', '002', 'Hinge', 'installed', '131.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0143', '002', 'Performance Monitor', 'installed', '75.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0095', '002', 'Camshaft position sensor', 'installed', '15.05', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0195', '002', 'Load-sensing valve', 'installed', '32.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0139', '001', 'Engine control unit', 'received', '5.00', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0147', '001', 'Speed controller', 'received', '12.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEGAM0069', '002', 'Tachometer', 'ordered', '45.29', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEESS0061', '004', 'Voltage regulator', 'ordered', '59.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0107', '004', 'Temperature sensor', 'received', '54.30', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0161', '004', 'Seat cover', 'ordered', '33.99', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0167', '004', 'Bleed nipple', 'received', '44.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0024', '005', 'Outer door handle', 'installed', '6.77', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEAD0043', '005', 'Radio and media player', 'installed', '24.63', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0148', '005', 'Speedometer calibrator', 'installed', '10.63', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0159', '005', 'Seat Belt', 'installed', '18.65', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0028', '001', 'Door watershield', 'installed', '3.35', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0156', '001', 'Children and baby car seat', 'installed', '10.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0175', '001', 'Brake pedal', 'installed', '3.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0181', '001', 'Brake shoe', 'installed', '4.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0021', '003', 'Valance', 'installed', '24.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAEW0039', '003', 'Windshield washer motor', 'installed', '22.99', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAECS0049', '003', 'Alternator bearing', 'installed', '1.08', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0142', '003', 'Performance chip', 'installed', '22.16', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0080', '001', 'Ignition coil parts', 'ordered', '24.02', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0012', '003', 'Quarter panel', 'installed', '80.11', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0029', '003', 'Hinge', 'installed', '86.83', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0156', '003', 'Children and baby car seat', 'installed', '46.55', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0186', '003', 'Caliper', 'installed', '74.56', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEM0142', '004', 'Performance chip', 'ordered', '9.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0102', '004', 'Oxygen sensor', 'received', '31.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0109', '004', 'ABS brack sensor', 'installed', '6.34', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0023', '001', 'Door beam and panel', 'ordered', '3.34', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAELASS0089', '001', 'License plate lamp', 'installed', '9.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-ICS0153', '001', 'Armrest', 'installed', '26.74', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-PACBS0183', '001', 'Shoe web', 'received', '27.06', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAE0003', '005', 'Exposed bumper', 'received', '21.23', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0023', '005', 'Door beam and panel', 'ordered', '49.15', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEESS0053', '005', 'Battery', 'ordered', '30.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0028', '002', 'Door watershield', 'installed', '37.86', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAES0110', '002', 'TDC sensor', 'installed', '25.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-BAED0024', '004', 'Outer door handle', 'installed', '120.51', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SX-EAEIS0078', '004', 'Ignition box', 'installed', '35.67', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAELASS0086', '001', 'Headlight', 'installed', '40.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAEW0036', '005', 'Window motor', 'installed', '24.23', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0104', '002', 'Pressure sensor', 'ordered', '59.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-ICS0154', '002', 'Bench Seat', 'ordered', '78.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0195', '002', 'Load-sensing valve', 'installed', '58.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEESS0058', '001', 'Battery control system', 'installed', '45.56', '1');
